,Image_Label,probs,types,Image_Path
374,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0375.png
187,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0188.png
1638,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1639.png
453,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0454.png
207,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0208.png
1354,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1355.png
1019,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1020.png
2481,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2482.png
1336,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1337.png
755,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0756.png
1482,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1483.png
668,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0669.png
1121,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1122.png
2267,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2268.png
86,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0087.png
306,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0307.png
759,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0760.png
253,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0254.png
628,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0629.png
1196,2,0.6666666666666666,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1197.png
