,Image_Label,probs,types,Image_Path
1108,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1109.png
1395,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1396.png
661,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0662.png
505,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0506.png
7,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0008.png
2069,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2070.png
1220,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1221.png
526,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0527.png
90,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0091.png
2051,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2052.png
408,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0409.png
379,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0380.png
2071,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2072.png
516,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0517.png
1460,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1461.png
534,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0535.png
280,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0281.png
711,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0712.png
2056,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2057.png
459,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0460.png
300,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0301.png
1638,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1639.png
866,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0867.png
1174,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1175.png
