,Unnamed: 0,Image_Label,Image_Class,Image_Path
0,225,2,Short,./My_Datasets/Classification/PCB-Crop/Short/11_short_06_0.jpg
1,468,2,Short,./My_Datasets/Classification/PCB-Crop/Short/08_short_04_1.jpg
2,324,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_10_1.jpg
3,158,2,Short,./My_Datasets/Classification/PCB-Crop/Short/12_short_01_3.jpg
4,331,2,Short,./My_Datasets/Classification/PCB-Crop/Short/01_short_11_2.jpg
5,118,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_11_1.jpg
6,384,2,Short,./My_Datasets/Classification/PCB-Crop/Short/08_short_05_0.jpg
7,462,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_19_0.jpg
8,338,2,Short,./My_Datasets/Classification/PCB-Crop/Short/07_short_04_2.jpg
9,48,2,Short,./My_Datasets/Classification/PCB-Crop/Short/10_short_05_2.jpg
10,715,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/04_mouse_bite_02_2.jpg
11,617,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/01_mouse_bite_02_2.jpg
12,711,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/08_mouse_bite_03_3.jpg
13,591,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/05_mouse_bite_01_2.jpg
14,766,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/08_mouse_bite_07_2.jpg
15,685,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/04_mouse_bite_04_2.jpg
16,651,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/09_mouse_bite_10_3.jpg
17,736,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/11_mouse_bite_07_2.jpg
18,631,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/09_mouse_bite_10_4.jpg
19,607,0,Mouse_bite,./My_Datasets/Classification/PCB-Crop/Mouse_bite/12_mouse_bite_02_0.jpg
20,1330,1,Open_circuit,./My_Datasets/Classification/PCB-Crop/Open_circuit/08_open_circuit_02_1.jpg
21,1116,1,Open_circuit,./My_Datasets/Classification/PCB-Crop/Open_circuit/09_open_circuit_05_1.jpg
22,1107,1,Open_circuit,./My_Datasets/Classification/PCB-Crop/Open_circuit/06_open_circuit_08_2.jpg
