,Image_Label,probs,types,Image_Path
1207,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1208.png
2207,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2208.png
1310,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1311.png
800,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0801.png
970,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0971.png
2602,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2603.png
482,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0483.png
1810,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1811.png
1576,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1577.png
2378,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2379.png
1245,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1246.png
2563,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2564.png
117,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0118.png
81,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0082.png
1321,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1322.png
1034,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1035.png
2394,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2395.png
2421,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2422.png
581,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0582.png
589,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0590.png
144,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0145.png
120,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0121.png
1583,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1584.png
769,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0770.png
2376,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2377.png
1342,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1343.png
1791,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1792.png
174,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0175.png
1244,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1245.png
1202,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1203.png
1714,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1715.png
238,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0239.png
1117,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1118.png
