,Image_Label,probs,types,Image_Path
1159,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1160.png
2588,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2589.png
1852,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1853.png
561,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0562.png
1385,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1386.png
2287,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2288.png
1370,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1371.png
2082,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2083.png
2142,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2143.png
1465,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1466.png
