,Image_Label,probs,types,Image_Path
1426,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1427.png
1956,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1957.png
1648,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1649.png
1626,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1627.png
200,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0201.png
841,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0842.png
311,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0312.png
785,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0786.png
1836,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1837.png
604,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0605.png
