,Image_Label,probs,types,Image_Path
2511,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2512.png
1831,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1832.png
540,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0541.png
2227,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2228.png
823,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0824.png
354,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0355.png
1567,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1568.png
715,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0716.png
1540,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1541.png
2424,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2425.png
