,Image_Label,probs,types,Image_Path
2120,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2121.png
1503,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1504.png
2253,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2254.png
2337,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2338.png
61,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0062.png
2339,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2340.png
2476,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2477.png
1568,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1569.png
1613,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1614.png
275,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0276.png
1776,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1777.png
1506,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1507.png
2002,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2003.png
1761,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1762.png
1285,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1286.png
1247,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1248.png
2463,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2464.png
2558,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2559.png
2237,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2238.png
1809,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1810.png
2456,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2457.png
2467,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2468.png
839,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0840.png
1833,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1834.png
1287,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1288.png
95,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0096.png
2610,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2611.png
1104,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1105.png
735,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0736.png
1682,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1683.png
2018,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2019.png
2265,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2266.png
1577,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1578.png
1921,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1922.png
1351,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1352.png
2340,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2341.png
2359,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2360.png
1028,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1029.png
1886,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1887.png
2612,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2613.png
655,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0656.png
2010,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2011.png
1924,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1925.png
1106,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1107.png
2057,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2058.png
762,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0763.png
1481,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1482.png
2270,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2271.png
1290,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1291.png
1133,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1134.png
2308,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2309.png
1791,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1792.png
1564,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1565.png
2521,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2522.png
