,Unnamed: 0,Image_Label,Image_Class,Image_Path
0,225,2,Short,./My_Datasets/Classification/PCB-Crop/Short/11_short_06_0.jpg
1,468,2,Short,./My_Datasets/Classification/PCB-Crop/Short/08_short_04_1.jpg
2,324,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_10_1.jpg
3,158,2,Short,./My_Datasets/Classification/PCB-Crop/Short/12_short_01_3.jpg
4,331,2,Short,./My_Datasets/Classification/PCB-Crop/Short/01_short_11_2.jpg
5,118,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_11_1.jpg
6,384,2,Short,./My_Datasets/Classification/PCB-Crop/Short/08_short_05_0.jpg
7,462,2,Short,./My_Datasets/Classification/PCB-Crop/Short/04_short_19_0.jpg
8,338,2,Short,./My_Datasets/Classification/PCB-Crop/Short/07_short_04_2.jpg
9,48,2,Short,./My_Datasets/Classification/PCB-Crop/Short/10_short_05_2.jpg
1302,1302,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085247_3.jpg
303,303,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100140_1.jpg
972,972,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_77000008_1.jpg
177,177,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100197_1.jpg
858,858,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000106_1.jpg
351,351,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041118_5.jpg
289,289,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_44000108_2.jpg
553,553,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_50600029_1.jpg
34,34,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085011_3.jpg
390,390,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_12100154_1.jpg
1483,1483,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085098_1.jpg
436,436,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_00041044_1.jpg
1351,1351,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_13000026_2.jpg
1138,1138,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085296_1.jpg
291,291,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_20085210_3.jpg
734,734,2,Short,./My_Datasets/Classification/DeepPCB-Crop/Short/Short_92000013_3.jpg
