,Image_Label,probs,types,Image_Path
1426,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1427.png
1956,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1957.png
1648,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1649.png
1626,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1627.png
200,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0201.png
841,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0842.png
311,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0312.png
785,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0786.png
1836,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1837.png
604,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0605.png
2511,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2512.png
1831,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1832.png
540,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0541.png
2227,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2228.png
823,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0824.png
354,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0355.png
1567,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1568.png
715,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0716.png
1540,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1541.png
2424,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2425.png
1159,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1160.png
2588,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2589.png
1852,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1853.png
561,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0562.png
1385,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1386.png
2287,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2288.png
1370,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1371.png
2082,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2083.png
2142,1,0.3333333333333333,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2143.png
1465,1,0.3333333333333333,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1466.png
306,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0307.png
455,2,0.6666666666666666,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0456.png
218,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0219.png
2165,2,0.6666666666666666,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2166.png
1242,2,0.6666666666666666,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1243.png
586,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0587.png
190,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0191.png
730,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0731.png
1730,2,0.6666666666666666,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1731.png
1195,2,0.6666666666666666,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1196.png
