Unnamed: 0,Image_Label,Image_Class,Image_Path
0,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/1.jpg
1,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/2.jpg
2,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/3.jpg
3,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/4.jpg
4,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/5.jpg
5,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/6.jpg
6,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/7.jpg
7,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/8.jpg
8,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/9.jpg
9,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/10.jpg
10,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/11.jpg
11,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/12.jpg
12,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/13.jpg
13,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/14.jpg
14,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/15.jpg
15,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/16.jpg
16,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/17.jpg
17,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/18.jpg
18,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/19.jpg
19,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/20.jpg
20,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/21.jpg
21,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/22.jpg
22,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/23.jpg
23,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/24.jpg
24,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/25.jpg
25,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/26.jpg
26,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/27.jpg
27,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/28.jpg
28,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/29.jpg
29,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/30.jpg
30,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/31.jpg
31,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/32.jpg
32,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/33.jpg
33,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/34.jpg
34,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/35.jpg
35,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/36.jpg
36,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/37.jpg
37,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/38.jpg
38,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/39.jpg
39,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/40.jpg
40,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/41.jpg
41,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/42.jpg
42,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/43.jpg
43,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/44.jpg
44,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/45.jpg
45,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/46.jpg
46,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/47.jpg
47,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/48.jpg
48,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/49.jpg
49,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/50.jpg
50,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/51.jpg
51,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/52.jpg
52,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/53.jpg
53,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/54.jpg
54,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/55.jpg
55,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/56.jpg
56,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/57.jpg
57,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/58.jpg
58,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/59.jpg
59,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/60.jpg
60,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/61.jpg
61,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/62.jpg
62,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/63.jpg
63,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/64.jpg
64,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/65.jpg
65,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/66.jpg
66,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/67.jpg
67,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/68.jpg
68,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/69.jpg
69,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/70.jpg
70,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/71.jpg
71,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/72.jpg
72,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/73.jpg
73,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/74.jpg
74,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/75.jpg
75,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/76.jpg
76,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/77.jpg
77,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/78.jpg
78,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/79.jpg
79,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/80.jpg
80,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/81.jpg
81,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/82.jpg
82,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/83.jpg
83,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/84.jpg
84,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/85.jpg
85,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/86.jpg
86,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/87.jpg
87,2,Short,My_TAOD/TA/TA_Results/ConGAN/PCB_Crop[30-shot] 2 2025-02-22_02-53-58/samples/10000epoch_200/88.jpg
