,Image_Label,probs,types,Image_Path
1053,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1054.png
2,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0003.png
421,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0422.png
2391,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2392.png
872,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0873.png
9,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0010.png
643,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0644.png
2056,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2057.png
291,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0292.png
278,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0279.png
12,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0013.png
2016,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2017.png
321,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0322.png
833,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0834.png
2073,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2074.png
15,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0016.png
995,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0996.png
431,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0432.png
1636,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1637.png
430,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0431.png
896,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0897.png
1665,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1666.png
196,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0197.png
519,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0520.png
400,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0401.png
53,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0054.png
1729,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1730.png
1670,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1671.png
606,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0607.png
870,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0871.png
163,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0164.png
414,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0415.png
29,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0030.png
374,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0375.png
2041,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2042.png
283,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0284.png
247,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0248.png
524,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0525.png
538,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0539.png
630,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0631.png
322,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0323.png
512,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0513.png
54,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0055.png
198,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0199.png
241,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0242.png
1074,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1075.png
887,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0888.png
485,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0486.png
853,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0854.png
1672,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1673.png
635,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0636.png
556,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0557.png
497,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0498.png
43,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0044.png
33,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0034.png
273,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0274.png
506,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0507.png
1096,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1097.png
1590,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1591.png
11,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0012.png
1416,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1417.png
1956,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1957.png
2331,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2332.png
296,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0297.png
2598,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2599.png
1623,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1624.png
1404,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1405.png
692,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0693.png
594,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0595.png
613,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0614.png
616,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0617.png
346,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0347.png
1100,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1101.png
282,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0283.png
262,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0263.png
2335,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2336.png
389,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0390.png
264,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0265.png
383,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0384.png
2043,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2044.png
888,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0889.png
603,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0604.png
1460,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1461.png
1638,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1639.png
176,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0177.png
245,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0246.png
39,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0040.png
686,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0687.png
166,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0167.png
642,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0643.png
674,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0675.png
378,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0379.png
35,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0036.png
397,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0398.png
323,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0324.png
731,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0732.png
706,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0707.png
287,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0288.png
242,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0243.png
701,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0702.png
615,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0616.png
1846,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1847.png
280,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0281.png
863,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0864.png
1063,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1064.png
222,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0223.png
633,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0634.png
1419,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1420.png
1097,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1098.png
1651,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1652.png
1453,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1454.png
423,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0424.png
442,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0443.png
885,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0886.png
28,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0029.png
2439,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2440.png
2430,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2431.png
520,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0521.png
2059,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2060.png
2333,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2334.png
1108,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1109.png
1650,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1651.png
799,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0800.png
640,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0641.png
1647,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1648.png
1072,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1073.png
4,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0005.png
1902,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1903.png
227,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0228.png
436,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0437.png
859,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0860.png
890,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0891.png
1634,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1635.png
591,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0592.png
1417,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1418.png
2038,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2039.png
1728,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1729.png
38,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0039.png
345,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0346.png
1653,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1654.png
13,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0014.png
