,Image_Label,probs,types,Image_Path
429,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0430.png
878,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0879.png
166,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0167.png
20,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0021.png
1645,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1646.png
1614,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1615.png
510,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0511.png
210,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0211.png
1460,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1461.png
666,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0667.png
13,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0014.png
76,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0077.png
256,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0257.png
836,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0837.png
835,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0836.png
850,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0851.png
484,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0485.png
686,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0687.png
163,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0164.png
451,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0452.png
863,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0864.png
408,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0409.png
997,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0998.png
1954,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1955.png
393,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0394.png
1956,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1957.png
791,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0792.png
1646,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1647.png
706,3,1.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0707.png
1421,3,1.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1422.png
