,Image_Label,probs,types,Image_Path
2153,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2154.png
783,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0784.png
1809,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1810.png
727,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0728.png
2003,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2004.png
2227,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2228.png
1149,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1150.png
2262,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2263.png
1821,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1822.png
1359,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1360.png
2154,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2155.png
1686,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1687.png
2590,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2591.png
2235,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2236.png
2223,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2224.png
2158,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2159.png
1828,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell1829.png
2156,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell2157.png
585,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0586.png
959,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0960.png
1547,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1548.png
1587,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1588.png
1528,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1529.png
2029,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2030.png
2304,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell2305.png
657,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0658.png
927,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell0928.png
1248,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1249.png
332,0,0.0,poly,./My_Datasets/Classification/elpv-dataset-master/images/cell0333.png
1612,0,0.0,mono,./My_Datasets/Classification/elpv-dataset-master/images/cell1613.png
